Sample,Pressure (kPa),EXP_ADS (mL/g),Temparature ©,Depth (m),Moisture (%),VM(%),Ash (%),FC (%),Vitrinite (%),Semi- vitrinite (%),Liptinite (%),Inertinite (%),Mineral matter (%),Mean Ro (%),D–A maximum adsorption (mL/g),DA_E Characteristic adsorption energy (kJ/mol),DA_n Heterogeneity parameter,R2_D–A goodness of fit,DA_P0_2×Pmax​ (kPa)
,876.2417167,3.97941681,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,1734.516332,6.552315609,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,2727.112307,9.159519726,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,3769.175397,10.70325901,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,4743.861857,11.97255575,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,5751.833525,12.89879931,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,6742.932241,13.72212693,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,7784.275496,14.40823328,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,8724.784152,14.95711835,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,9732.323918,15.36878216,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,10773.37924,15.71183533,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,11747.34586,16.12349914,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
,12754.85683,16.50085763,30,758.43,2.2,41.7,15.4,58.3,58.4,0,9.9,17.6,14.1,0.75,17.7274071,6.931148572,1.871478149,0.999367971,25509.71366
BH F/13,355.5018138,1.347150259,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,829.5042322,2.625215889,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,1692.86578,4.870466321,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,2691.65659,6.493955095,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,3656.590085,7.875647668,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,4655.380895,9.32642487,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,5671.100363,9.8791019,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,6669.891173,10.56994819,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,7668.681983,11.19170984,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,8667.472793,11.98618307,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,9666.263603,12.71157168,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,10681.98307,13.19516408,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,11680.77388,13.64421416,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
,12696.49335,13.81692573,30,828.71,1.9,43.1,12.8,56.9,78.5,0,4,11.3,6.2,0.73,15.95684655,6.063043324,1.584838679,0.998522256,25392.9867
BH F/ 14,380.0217155,2.04778157,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,851.2486428,3.686006826,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,1656.89468,6.006825939,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,2675.352877,7.610921502,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,3663.409338,9.078498294,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,4681.867535,10.51194539,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,5685.124864,11.53583618,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,6673.181325,12.21843003,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,7661.237785,12.93515358,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,8694.896851,13.72013652,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,9682.953312,14.2662116,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,10686.21064,14.64163823,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,11689.46797,14.94880546,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
,12692.7253,15.01706485,30,965.23,1.8,36.5,17.2,63.5,75.4,0,5,10.7,8.9,0.76,17.21261601,6.56311091,1.617750363,0.998893634,25385.4506
